districtid,weekid,statemean,statestdev
449,1,0,0.0
449,2,0,0.0
449,3,0,0.0
449,4,0,0.0
449,5,0,0.0
449,6,0,0.0
449,7,17.67,27.88
449,8,45.81,42.41
449,9,8.1,11.51
449,10,3.1,4.36
449,11,8.62,13.3
449,12,10.95,13.33
449,13,21.29,36.13
449,14,34.57,52.32
449,15,40.86,44.41
449,16,37.05,43.16
449,17,56.14,81.23
449,18,83.52,104.91
449,19,111.05,105.7
449,20,158.52,135.52
449,21,207.33,185.03
449,22,259.1,240.14
449,23,391.9,321.51
449,24,410.86,305.8
449,25,451.71,377.41
450,1,0,0.0
450,2,0,0.0
450,3,0,0.0
450,4,0,0.0
450,5,0,0.0
450,6,0,0.0
450,7,0,0.0
450,8,0,0.0
450,9,0,0.0
450,10,0,0.0
450,11,0,0.0
450,12,2.86,6.6
450,13,5.57,3.33
450,14,4,2.67
450,15,1.29,1.98
450,16,1.71,3.01
450,17,7.71,14.11
450,18,7.43,11.57
450,19,9.86,22.93
450,20,7.14,17.1
450,21,18.86,34.86
450,22,18.71,29.45
450,23,26.14,40.97
450,24,13.57,23.66
450,25,8.29,12.77
451,1,0,0.0
451,2,0,0.0
451,3,0,0.0
451,4,0,0.0
451,5,0,0.0
451,6,0,0.0
451,7,5.49,8.8
451,8,3.51,3.35
451,9,14.95,11.79
451,10,32.19,26.08
451,11,31.05,16.44
451,12,33.3,22.22
451,13,38.22,25.16
451,14,32.49,19.45
451,15,39,34.36
451,16,66.16,66.74
451,17,95.68,122.02
451,18,266.65,311.56
451,19,301.81,375.86
451,20,485.11,529.96
451,21,567.84,518.33
451,22,694.41,574.55
451,23,477.81,389.79
451,24,345.51,315.19
451,25,340.89,280.6
452,1,0,0.0
452,2,0,0.0
452,3,0,0.0
452,4,0,0.0
452,5,0,0.0
452,6,0,0.0
452,7,5.03,8.57
452,8,3.35,3.37
452,9,14.54,11.56
452,10,30.7,24.85
452,11,30.11,15.92
452,12,33.49,22.2
452,13,37.41,24.47
452,14,31.46,19.5
452,15,37.32,33.02
452,16,65.32,67.01
452,17,94.43,122.33
452,18,265.3,312.33
452,19,304.57,374.58
452,20,480.62,531.27
452,21,559.03,520.57
452,22,680.11,574.45
452,23,457.73,377.88
452,24,336.7,313.4
452,25,331.46,275.47
453,1,0,0.0
453,2,0,0.0
453,3,0,0.0
453,4,0,0.0
453,5,0,0.0
453,6,0,0.0
453,7,25.75,126.97
453,8,111.88,361.72
453,9,116.34,511.56
453,10,140,643.35
453,11,159,691.9
453,12,252.91,1213.39
453,13,349.81,1637.28
453,14,387.47,1587.83
453,15,578.47,2073.83
453,16,761.72,2543.36
453,17,711.28,1646.23
453,18,828.94,1451.98
453,19,1079.25,1571.38
453,20,1169.28,1349.43
453,21,1038.03,1285.73
453,22,1079.09,1309.66
453,23,1114.84,1510.52
453,24,1167.69,1588.2
453,25,1149.38,1396.17
454,1,0,0.0
454,2,0,0.0
454,3,0,0.0
454,4,0,0.0
454,5,0,0.0
454,6,0,0.0
454,7,8.28,21.5
454,8,11.97,29.51
454,9,11.84,15.35
454,10,23.49,21.82
454,11,22.57,19.24
454,12,32.07,33.98
454,13,40.57,49.33
454,14,53.74,70.45
454,15,59.26,102.07
454,16,67.31,107.46
454,17,114.46,172.91
454,18,160.46,214.89
454,19,223.69,316.29
454,20,337.88,389.34
454,21,387,540.13
454,22,426.64,609.21
454,23,432.23,608.17
454,24,490.58,635.0
454,25,537.15,747.51
455,1,0,0.0
455,2,0,0.0
455,3,0,0.0
455,4,0,0.0
455,5,0,0.0
455,6,0,0.0
455,7,0.23,1.15
455,8,0.62,2.04
455,9,0.31,1.03
455,10,5.58,6.44
455,11,8.88,14.53
455,12,16.38,21.26
455,13,23.27,28.63
455,14,22.27,27.75
455,15,18,23.13
455,16,21.08,29.82
455,17,28.15,44.11
455,18,51.19,94.16
455,19,73.81,162.03
455,20,84.65,204.33
455,21,90.46,180.25
455,22,119.92,232.13
455,23,197,375.17
455,24,319.08,604.06
455,25,540.23,1000.59
456,1,0,0.0
456,2,0,0.0
456,3,0,0.0
456,4,0,0.0
456,5,0,0.0
456,6,0,0.0
456,7,0,0.0
456,8,0.5,0.5
456,9,3.5,1.5
456,10,3.5,3.5
456,11,15.5,15.5
456,12,25,25.0
456,13,32.5,31.5
456,14,80.5,73.5
456,15,139.5,110.5
456,16,137,131.0
456,17,204.5,163.5
456,18,258,224.0
456,19,359,329.0
456,20,435.5,397.5
456,21,677.5,568.5
456,22,1042,860.0
456,23,1324.5,1161.5
456,24,1593.5,1376.5
456,25,1386.5,1266.5
457,1,0,0.0
457,2,0,0.0
457,3,0,0.0
457,4,0,0.0
457,5,0,0.0
457,6,0,0.0
457,7,3.81,9.1
457,8,14.05,21.35
457,9,10,17.03
457,10,9.9,17.39
457,11,36.86,89.67
457,12,94.81,214.92
457,13,131.14,307.74
457,14,162.9,310.39
457,15,149.52,292.81
457,16,146.05,256.33
457,17,185.81,244.52
457,18,228.05,281.78
457,19,231.05,280.26
457,20,244.57,294.6
457,21,238.81,243.2
457,22,255.57,209.29
457,23,316.33,213.09
457,24,401.19,242.25
457,25,566.29,359.94
458,1,0,0.0
458,2,0,0.0
458,3,0,0.0
458,4,0,0.0
458,5,0,0.0
458,6,0,0.0
458,7,54.38,236.54
458,8,85.03,346.18
458,9,99.62,451.64
458,10,82.66,322.28
458,11,82.59,327.97
458,12,101.5,367.81
458,13,107.66,410.53
458,14,113.59,399.36
458,15,125.56,350.86
458,16,143.41,346.21
458,17,175.22,371.96
458,18,200.41,369.92
458,19,224.28,396.2
458,20,242.25,377.13
458,21,229.31,344.3
458,22,238,347.52
458,23,247.66,358.75
458,24,254.59,377.44
458,25,283.22,406.41
459,1,0,0.0
459,2,0,0.0
459,3,0,0.0
459,4,0,0.0
459,5,0,0.0
459,6,0,0.0
459,7,8.27,21.51
459,8,11.97,29.51
459,9,11.95,15.3
459,10,23.76,21.66
459,11,22.65,19.19
459,12,32.43,33.8
459,13,40.51,49.36
459,14,53.99,70.38
459,15,59.62,101.92
459,16,67.51,107.36
459,17,115.23,172.57
459,18,160.8,214.73
459,19,224.39,316.07
459,20,341.08,388.06
459,21,391.41,538.49
459,22,432.24,607.5
459,23,436.95,606.62
459,24,499.31,633.34
459,25,543.58,745.62
460,1,0,0.0
460,2,0,0.0
460,3,0,0.0
460,4,0,0.0
460,5,0,0.0
460,6,0,0.0
460,7,8.27,21.51
460,8,11.91,29.54
460,9,11.91,15.32
460,10,23.65,21.75
460,11,22.57,19.24
460,12,31.95,33.97
460,13,40.14,49.43
460,14,53.39,70.46
460,15,58.93,102.13
460,16,67.36,107.43
460,17,115.12,172.64
460,18,158.96,215.13
460,19,223.46,316.34
460,20,340.76,388.28
460,21,389.51,539.52
460,22,430.34,608.52
460,23,435.58,607.35
460,24,497.22,634.56
460,25,541.26,746.78
461,1,0,0.0
461,2,0,0.0
461,3,0,0.0
461,4,0,0.0
461,5,0,0.0
461,6,0,0.0
461,7,2.23,2.33
461,8,0.31,0.82
461,9,4.85,4.85
461,10,13.69,12.5
461,11,30.08,23.01
461,12,39.85,18.36
461,13,39,24.56
461,14,43.85,18.63
461,15,70.38,34.16
461,16,73.23,37.51
461,17,147.46,99.94
461,18,305.38,277.29
461,19,463.62,313.27
461,20,465.77,287.9
461,21,575.62,486.87
461,22,621.15,485.21
461,23,868.62,756.91
461,24,1021.46,597.85
461,25,910.08,552.42
462,1,0,0.0
462,2,0,0.0
462,3,0,0.0
462,4,0,0.0
462,5,0,0.0
462,6,0,0.0
462,7,0,0.0
462,8,62.55,161.24
462,9,34.91,81.78
462,10,38.14,81.26
462,11,71.14,103.17
462,12,115.14,156.75
462,13,132.18,185.67
462,14,122.86,221.47
462,15,137.82,225.14
462,16,194.23,361.31
462,17,313.91,582.6
462,18,510.27,888.19
462,19,717.14,1219.46
462,20,728.09,1199.34
462,21,873.5,1230.38
462,22,911.73,1148.53
462,23,978.95,1097.07
462,24,941.41,989.81
462,25,939.18,973.57
463,1,0,0.0
463,2,0,0.0
463,3,0,0.0
463,4,0,0.0
463,5,0,0.0
463,6,0,0.0
463,7,1.97,5.66
463,8,6.62,21.23
463,9,13.28,31.9
463,10,18.07,25.85
463,11,18.59,17.74
463,12,33.1,39.9
463,13,27.66,32.9
463,14,35.14,40.22
463,15,59,89.86
463,16,75.79,156.88
463,17,134.55,288.35
463,18,139.14,307.15
463,19,248.45,536.36
463,20,320.03,506.31
463,21,360.14,437.19
463,22,434.93,457.83
463,23,616.28,606.51
463,24,752.9,835.13
463,25,759.66,947.02
464,1,0,0.0
464,2,0,0.0
464,3,0,0.0
464,4,0,0.0
464,5,0,0.0
464,6,0,0.0
464,7,0,0.0
464,8,0,0.0
464,9,0,0.0
464,10,0,0.0
464,11,0,0.0
464,12,3,6.57
464,13,10.57,13.62
464,14,2.86,1.88
464,15,1.29,1.98
464,16,1.86,3.0
464,17,9,13.75
464,18,8,11.34
464,19,11,22.61
464,20,7.43,16.99
464,21,21.71,34.0
464,22,20.86,28.54
464,23,27,40.47
464,24,13.29,23.75
464,25,7.71,12.99
465,1,0,0.0
465,2,0,0.0
465,3,0,0.0
465,4,0,0.0
465,5,0,0.0
465,6,0,0.0
465,7,0,0.0
465,8,0.91,1.16
465,9,2.36,3.42
465,10,9,15.87
465,11,11.45,14.21
465,12,7.18,7.04
465,13,9.09,9.67
465,14,13.91,13.37
465,15,21.27,26.93
465,16,13.18,11.16
465,17,12,17.36
465,18,24.18,33.97
465,19,48.91,66.08
465,20,46.73,48.32
465,21,51.45,38.71
465,22,60.09,38.03
465,23,74.73,74.84
465,24,79.36,75.37
465,25,107.91,78.38
466,1,0,0.0
466,2,0,0.0
466,3,0,0.0
466,4,0,0.0
466,5,0,0.0
466,6,0,0.0
466,7,13.69,53.18
466,8,13.16,41.46
466,9,26.12,89.62
466,10,31,88.34
466,11,29.75,78.74
466,12,26.2,59.31
466,13,27.71,70.09
466,14,21.24,55.39
466,15,24.31,53.53
466,16,32.14,67.73
466,17,50.9,100.53
466,18,89.33,160.67
466,19,101.1,178.7
466,20,111.45,214.28
466,21,108.18,199.09
466,22,122.25,203.03
466,23,145.22,240.08
466,24,175.82,273.35
466,25,213.29,351.15
467,1,0,0.0
467,2,0,0.0
467,3,0,0.0
467,4,0,0.0
467,5,0,0.0
467,6,0,0.0
467,7,13.18,53.18
467,8,12.84,41.5
467,9,25.96,89.65
467,10,30.51,88.44
467,11,29.67,78.77
467,12,26.18,59.32
467,13,27.69,70.1
467,14,21.12,55.42
467,15,24.18,53.58
467,16,31.75,67.86
467,17,50,100.77
467,18,87.8,161.09
467,19,99.45,179.17
467,20,110.27,214.7
467,21,107.33,199.34
467,22,121.25,203.31
467,23,144.16,240.48
467,24,174.47,273.84
467,25,212.76,351.26
468,1,0,0.0
468,2,0,0.0
468,3,0,0.0
468,4,0,0.0
468,5,0,0.0
468,6,0,0.0
468,7,3.03,5.37
468,8,6.59,12.16
468,9,9.45,11.46
468,10,23.45,23.75
468,11,32.52,40.76
468,12,75.97,147.47
468,13,55.38,79.39
468,14,63.62,95.62
468,15,110,259.37
468,16,328.21,1043.7
468,17,499.69,1525.72
468,18,802,2276.59
468,19,1069.83,2446.1
468,20,1303.86,2457.83
468,21,1447.59,2613.02
468,22,1622.62,2731.39
468,23,1762.76,3173.38
468,24,1868.28,3303.84
468,25,2093.9,3558.9
469,1,0,0
469,2,0,0
469,3,0,0
469,4,0,0
469,5,0,0
469,6,0,0
469,7,0,0
469,8,0,0
469,9,0,0
469,10,0,0
469,11,0,0
469,12,0,0
469,13,0,0
469,14,0,0
469,15,0,0
469,16,0,0
469,17,0,0
469,18,0,0
469,19,0,0
469,20,0,0
469,21,0,0
469,22,0,0
469,23,0,0
469,24,0,0
469,25,0,0
470,1,0,0.0
470,2,0,0.0
470,3,0,0.0
470,4,0,0.0
470,5,0,0.0
470,6,0,0.0
470,7,21.43,30.45
470,8,46.81,41.73
470,9,8.19,11.55
470,10,4.71,7.84
470,11,8.95,13.16
470,12,13.33,15.76
470,13,26.1,39.54
470,14,42.1,58.52
470,15,52.33,61.51
470,16,49.9,65.92
470,17,70,95.42
470,18,104.52,129.37
470,19,136.33,140.75
470,20,207.1,230.35
470,21,276.33,330.76
470,22,335.1,381.26
470,23,499.38,524.28
470,24,478.14,388.39
470,25,497.57,405.17
471,1,0,0.0
471,2,0,0.0
471,3,0,0.0
471,4,0,0.0
471,5,0,0.0
471,6,0,0.0
471,7,8.14,21.51
471,8,11.57,29.47
471,9,12,15.25
471,10,23.62,21.77
471,11,22.54,19.25
471,12,32.15,33.96
471,13,39.96,49.39
471,14,53.09,70.36
471,15,58.72,102.13
471,16,66.53,107.56
471,17,113.93,172.99
471,18,160.15,215.0
471,19,223.74,316.28
471,20,339.81,388.81
471,21,388.45,539.89
471,22,428.36,609.1
471,23,432.65,608.14
471,24,495.74,635.11
471,25,539.2,747.36
472,1,0,0.0
472,2,0,0.0
472,3,0,0.0
472,4,0,0.0
472,5,0,0.0
472,6,0,0.0
472,7,8.3,21.5
472,8,11.97,29.51
472,9,11.93,15.31
472,10,23.62,21.77
472,11,22.64,19.2
472,12,32,33.98
472,13,40.65,49.28
472,14,54.14,70.3
472,15,59.23,102.08
472,16,66.88,107.57
472,17,113.92,172.99
472,18,160.89,214.67
472,19,224.47,316.04
472,20,340.26,388.58
472,21,389.23,539.64
472,22,429.76,608.74
472,23,435.65,607.32
472,24,495.74,635.11
472,25,540.46,747.06
473,1,0,0.0
473,2,0,0.0
473,3,0,0.0
473,4,0,0.0
473,5,0,0.0
473,6,0,0.0
473,7,1.97,5.66
473,8,6.34,21.26
473,9,13.17,31.94
473,10,18.24,25.77
473,11,18.86,17.56
473,12,31.34,40.1
473,13,26.48,33.12
473,14,34.97,40.24
473,15,57.79,90.31
473,16,75.14,156.93
473,17,132.79,288.87
473,18,139.55,307.14
473,19,249.52,536.04
473,20,320.9,506.06
473,21,363.59,436.07
473,22,435.07,457.79
473,23,606.45,605.37
473,24,734.69,833.62
473,25,715.86,939.21
474,1,0,0.0
474,2,0,0.0
474,3,0,0.0
474,4,0,0.0
474,5,0,0.0
474,6,0,0.0
474,7,7.97,21.44
474,8,10.53,27.37
474,9,10.58,11.15
474,10,23.23,21.73
474,11,21.92,18.7
474,12,31.41,33.55
474,13,39.23,48.71
474,14,51.96,69.1
474,15,57.23,101.16
474,16,65.23,106.78
474,17,111.12,171.38
474,18,156.69,213.99
474,19,222.73,316.4
474,20,338.54,389.24
474,21,388.01,539.99
474,22,428.09,609.14
474,23,431.91,608.17
474,24,491.28,635.2
474,25,532.04,746.05
475,1,0,0.0
475,2,0,0.0
475,3,0,0.0
475,4,0,0.0
475,5,0,0.0
475,6,0,0.0
475,7,54.66,236.48
475,8,84.72,346.24
475,9,98.72,451.8
475,10,82.88,322.24
475,11,83.31,327.84
475,12,100.25,368.08
475,13,106.75,410.73
475,14,113,399.5
475,15,124.59,351.13
475,16,142.06,346.62
475,17,172.53,372.74
475,18,197.44,370.84
475,19,221.12,397.1
475,20,238.88,378.04
475,21,224.5,345.54
475,22,234.91,348.72
475,23,244.81,359.85
475,24,252.47,378.35
475,25,279.88,407.79
476,1,0,0.0
476,2,0,0.0
476,3,0,0.0
476,4,0,0.0
476,5,0,0.0
476,6,0,0.0
476,7,8.3,21.5
476,8,11.96,29.52
476,9,11.82,15.35
476,10,23.55,21.8
476,11,22.7,19.15
476,12,32.43,33.8
476,13,40.68,49.26
476,14,54.03,70.36
476,15,59.39,102.03
476,16,66.97,107.55
476,17,113.99,172.99
476,18,160.64,214.81
476,19,224.62,315.98
476,20,336.68,389.31
476,21,388.58,539.85
476,22,429.64,608.78
476,23,435.12,607.54
476,24,497.91,634.22
476,25,542.54,746.21
477,1,0,0.0
477,2,0,0.0
477,3,0,0.0
477,4,0,0.0
477,5,0,0.0
477,6,0,0.0
477,7,20.29,30.78
477,8,45.81,42.41
477,9,8.62,11.52
477,10,4.71,7.84
477,11,8.86,13.22
477,12,13.19,15.85
477,13,25.95,39.63
477,14,42.05,58.55
477,15,51.67,61.94
477,16,49.1,66.36
477,17,69.1,95.91
477,18,102.57,130.47
477,19,134.33,141.96
477,20,204.81,231.86
477,21,270.38,333.42
477,22,331.05,383.53
477,23,484.71,530.48
477,24,473.33,391.61
477,25,497.95,404.91
478,1,0,0.0
478,2,0,0.0
478,3,0,0.0
478,4,0,0.0
478,5,0,0.0
478,6,0,0.0
478,7,0,0.0
478,8,0,0.0
478,9,0,0.0
478,10,0,0.0
478,11,3.6,7.09
478,12,7.1,17.66
478,13,4.9,9.0
478,14,4.2,9.95
478,15,16.7,23.77
478,16,15,25.45
478,17,18.3,19.31
478,18,22.9,42.81
478,19,30.3,48.77
478,20,53.7,98.93
478,21,85.7,179.75
478,22,65.2,115.6
478,23,29.4,52.49
478,24,21.3,46.85
478,25,27,44.66
479,1,0,0.0
479,2,0,0.0
479,3,0,0.0
479,4,0,0.0
479,5,0,0.0
479,6,0,0.0
479,7,0,0.0
479,8,0,0.0
479,9,0,0.0
479,10,0,0.0
479,11,3.6,7.09
479,12,4.8,16.92
479,13,4.9,9.0
479,14,1.7,7.16
479,15,15.5,24.27
479,16,14.5,25.67
479,17,15.1,18.93
479,18,22.3,43.07
479,19,27.5,49.17
479,20,51.3,99.79
479,21,76.7,181.56
479,22,62.7,116.71
479,23,29.3,52.54
479,24,20.6,47.06
479,25,25.9,45.01
480,1,0,0.0
480,2,0,0.0
480,3,0,0.0
480,4,0,0.0
480,5,0,0.0
480,6,0,0.0
480,7,8.14,21.51
480,8,11.8,29.55
480,9,11.61,15.26
480,10,23.38,21.81
480,11,22.19,19.13
480,12,32.05,33.98
480,13,40.19,49.43
480,14,53.41,70.46
480,15,58.76,102.13
480,16,66.5,107.55
480,17,113.01,172.84
480,18,158.01,214.87
480,19,221.91,316.31
480,20,332.15,386.68
480,21,385.88,540.11
480,22,425.19,609.02
480,23,427.85,607.14
480,24,484.96,631.28
480,25,532.3,746.19
481,1,0,0.0
481,2,0,0.0
481,3,0,0.0
481,4,0,0.0
481,5,0,0.0
481,6,0,0.0
481,7,54.78,236.46
481,8,85.69,346.04
481,9,99.72,451.62
481,10,83.59,322.09
481,11,83.69,327.75
481,12,101.53,367.8
481,13,107.62,410.54
481,14,113.69,399.33
481,15,125.72,350.8
481,16,143.28,346.25
481,17,174.88,372.09
481,18,199.62,370.24
481,19,224.5,396.11
481,20,241.31,377.49
481,21,228.12,344.82
481,22,234.41,348.83
481,23,244.03,360.03
481,24,252.09,378.47
481,25,279.75,407.82
482,1,0,0.0
482,2,0,0.0
482,3,0,0.0
482,4,0,0.0
482,5,0,0.0
482,6,0,0.0
482,7,13.63,53.19
482,8,13.04,41.49
482,9,26.06,89.63
482,10,30.2,88.43
482,11,29.29,78.83
482,12,25.94,59.39
482,13,27.02,70.19
482,14,20.94,55.46
482,15,21.96,51.84
482,16,25.47,52.01
482,17,44.51,92.84
482,18,84.14,158.99
482,19,96.1,177.69
482,20,109.35,214.8
482,21,105.53,199.27
482,22,120.53,203.34
482,23,144.29,240.44
482,24,174.63,273.8
482,25,213.9,350.97
483,1,0,0.0
483,2,0,0.0
483,3,0,0.0
483,4,0,0.0
483,5,0,0.0
483,6,0,0.0
483,7,37.47,79.29
483,8,100.56,244.71
483,9,140.62,352.13
483,10,182.79,466.51
483,11,245.35,604.98
483,12,261.24,616.87
483,13,356.12,897.77
483,14,444.32,1138.59
483,15,648.38,1751.11
483,16,938.44,2481.44
483,17,1116.35,2834.2
483,18,1343.15,3245.62
483,19,1695.47,3989.66
483,20,1705.82,3472.42
483,21,1890.71,3309.36
483,22,2242.15,3331.27
483,23,2337.26,3680.92
483,24,2476.85,3954.2
483,25,3209.68,4649.98
484,1,0,0.0
484,2,0,0.0
484,3,0,0.0
484,4,0,0.0
484,5,0,0.0
484,6,0,0.0
484,7,0.23,1.15
484,8,0.62,2.04
484,9,0.31,1.03
484,10,5.12,6.39
484,11,6.23,7.93
484,12,18.15,22.06
484,13,23.15,28.64
484,14,22.12,27.83
484,15,18.23,22.99
484,16,21.12,29.8
484,17,28.23,44.07
484,18,51.04,94.22
484,19,73.19,162.23
484,20,85.23,204.15
484,21,92.77,179.51
484,22,121.92,231.36
484,23,197.96,374.75
484,24,323.12,602.98
484,25,548.19,997.98
485,1,0,0.0
485,2,0,0.0
485,3,0,0.0
485,4,0,0.0
485,5,0,0.0
485,6,0,0.0
485,7,4.78,8.06
485,8,3.27,3.27
485,9,14.76,11.75
485,10,32.46,25.95
485,11,31.24,16.29
485,12,33.49,22.2
485,13,37.08,23.9
485,14,32.05,19.72
485,15,38.92,34.36
485,16,65.24,67.01
485,17,93.54,122.25
485,18,259.97,313.22
485,19,305.24,374.15
485,20,485.14,529.95
485,21,565.59,519.44
485,22,693.35,575.01
485,23,479.24,389.12
485,24,348.7,313.52
485,25,346.11,278.23
486,1,0,0.0
486,2,0,0.0
486,3,0,0.0
486,4,0,0.0
486,5,0,0.0
486,6,0,0.0
486,7,0,0.0
486,8,62.91,161.1
486,9,35.55,81.59
486,10,37.91,81.29
486,11,72.91,103.09
486,12,116.55,156.18
486,13,132.55,185.5
486,14,127.73,220.39
486,15,142.86,224.07
486,16,203.27,360.02
486,17,325.14,580.15
486,18,528.18,884.43
486,19,728.41,1215.24
486,20,734.64,1197.04
486,21,883.45,1227.41
486,22,919.09,1147.01
486,23,971.5,1098.88
486,24,935.18,992.39
486,25,931,978.37
487,1,0,0.0
487,2,0,0.0
487,3,0,0.0
487,4,0,0.0
487,5,0,0.0
487,6,0,0.0
487,7,8.23,21.51
487,8,11.93,29.53
487,9,11.96,15.29
487,10,23.58,21.79
487,11,22.3,19.22
487,12,32.05,33.98
487,13,39.93,49.38
487,14,53.31,70.44
487,15,59.24,102.08
487,16,67.04,107.54
487,17,114.07,172.98
487,18,159.82,215.08
487,19,223.69,316.29
487,20,339.41,388.98
487,21,389.74,539.42
487,22,429.81,608.72
487,23,434.23,607.85
487,24,494.43,635.38
487,25,536.35,747.46
488,1,0,0.0
488,2,0,0.0
488,3,0,0.0
488,4,0,0.0
488,5,0,0.0
488,6,0,0.0
488,7,5.51,8.78
488,8,3.43,3.4
488,9,14.86,11.79
488,10,32.46,25.95
488,11,31.11,16.41
488,12,33.59,22.16
488,13,37.43,24.51
488,14,31.35,19.39
488,15,37.68,33.57
488,16,62.73,65.28
488,17,91.54,121.18
488,18,256.35,311.86
488,19,293.54,375.08
488,20,467.65,526.93
488,21,554.14,519.37
488,22,681.27,574.96
488,23,460.97,382.55
488,24,333.11,309.94
488,25,330.68,274.48
489,1,0,0.0
489,2,0,0.0
489,3,0,0.0
489,4,0,0.0
489,5,0,0.0
489,6,0,0.0
489,7,3.34,5.5
489,8,6.66,12.13
489,9,10.21,11.54
489,10,29.83,37.81
489,11,33.07,40.48
489,12,78.48,146.82
489,13,54.97,79.62
489,14,63.31,95.73
489,15,108.28,259.69
489,16,325.93,1044.1
489,17,493.21,1526.69
489,18,782.59,2279.42
489,19,1040.24,2450.46
489,20,1255.17,2458.63
489,21,1397.97,2610.52
489,22,1543.62,2721.82
489,23,1709,3175.52
489,24,1748.07,3268.91
489,25,1985.24,3529.19
490,1,0,0.0
490,2,0,0.0
490,3,0,0.0
490,4,0,0.0
490,5,0,0.0
490,6,0,0.0
490,7,1.97,5.66
490,8,6.62,21.23
490,9,13.28,31.9
490,10,18.31,25.72
490,11,18.93,17.49
490,12,33.17,39.84
490,13,27.79,32.8
490,14,35.66,40.0
490,15,58.48,90.11
490,16,77,156.56
490,17,134.1,288.52
490,18,141.66,306.85
490,19,251.21,535.41
490,20,323.14,505.19
490,21,367.07,434.1
490,22,441.9,454.48
490,23,625.62,603.15
490,24,761.62,831.63
490,25,757.93,947.86
491,1,0,0.0
491,2,0,0.0
491,3,0,0.0
491,4,0,0.0
491,5,0,0.0
491,6,0,0.0
491,7,0,0.0
491,8,62.73,161.17
491,9,35.59,81.57
491,10,38.68,81.13
491,11,72.91,103.09
491,12,115.64,156.58
491,13,131.91,185.79
491,14,125.36,221.22
491,15,143,224.0
491,16,203.45,359.94
491,17,325.09,580.17
491,18,528.23,884.41
491,19,725.82,1216.42
491,20,731.27,1198.33
491,21,878.77,1229.04
491,22,917,1147.55
491,23,982.23,1095.91
491,24,925.68,994.59
491,25,915.32,983.13
492,1,0,0.0
492,2,0,0.0
492,3,0,0.0
492,4,0,0.0
492,5,0,0.0
492,6,0,0.0
492,7,26.12,126.91
492,8,112.69,361.5
492,9,117.25,511.39
492,10,142.41,642.98
492,11,160.06,691.69
492,12,253.31,1213.32
492,13,352.34,1636.85
492,14,391.78,1587.2
492,15,610.12,2073.32
492,16,825.56,2549.83
492,17,770.88,1656.57
492,18,898.38,1466.84
492,19,1124.12,1563.69
492,20,1211.19,1340.69
492,21,1051.12,1280.31
492,22,1089,1305.89
492,23,1124.91,1506.54
492,24,1167.47,1588.28
492,25,1150.66,1395.81
493,1,0,0.0
493,2,0,0.0
493,3,0,0.0
493,4,0,0.0
493,5,0,0.0
493,6,0,0.0
493,7,18.12,48.9
493,8,27.84,61.93
493,9,37.44,71.26
493,10,51.09,67.82
493,11,53.75,70.91
493,12,51.78,85.15
493,13,62.12,99.92
493,14,64.47,88.14
493,15,73.56,97.28
493,16,75.69,81.53
493,17,121.94,164.91
493,18,142.88,196.66
493,19,206.53,297.31
493,20,240.97,312.03
493,21,244.22,278.13
493,22,261.06,280.17
493,23,278.22,336.21
493,24,289.97,409.93
493,25,323.09,442.64
494,1,0,0.0
494,2,0,0.0
494,3,0,0.0
494,4,0,0.0
494,5,0,0.0
494,6,0,0.0
494,7,123.15,498.78
494,8,230.76,783.25
494,9,304.24,1001.65
494,10,481.29,1765.31
494,11,525.76,1695.36
494,12,518,1586.02
494,13,627.68,1782.88
494,14,685.76,1773.44
494,15,907.03,2237.27
494,16,1194.71,2825.45
494,17,1358.21,3092.06
494,18,1580.76,3465.39
494,19,1897.26,4113.34
494,20,1865.12,3597.58
494,21,2013.97,3417.01
494,22,2257.09,3344.24
494,23,2386.35,3739.79
494,24,2497.29,3980.95
494,25,3217.38,4661.53
495,1,0,0.0
495,2,0,0.0
495,3,0,0.0
495,4,0,0.0
495,5,0,0.0
495,6,0,0.0
495,7,0.67,1.55
495,8,0.67,1.65
495,9,1.58,3.17
495,10,6.92,4.91
495,11,30.08,33.31
495,12,38.5,42.71
495,13,39.08,50.16
495,14,40.33,38.4
495,15,33.5,27.0
495,16,18.83,26.0
495,17,24.17,35.78
495,18,61.58,95.52
495,19,120.25,183.74
495,20,101.08,127.21
495,21,138.58,171.01
495,22,190.75,275.91
495,23,185.83,215.93
495,24,298.58,335.64
495,25,391.67,404.55
496,1,0,0.0
496,2,0,0.0
496,3,0,0.0
496,4,0,0.0
496,5,0,0.0
496,6,0,0.0
496,7,5.46,8.81
496,8,3.43,3.4
496,9,14.57,11.59
496,10,32.43,25.97
496,11,30.95,16.49
496,12,33.92,21.91
496,13,38.76,25.06
496,14,32.24,19.65
496,15,38.97,34.36
496,16,62.97,65.61
496,17,94.03,122.33
496,18,253.89,310.01
496,19,294.76,375.63
496,20,469,527.95
496,21,555.27,519.8
496,22,687.73,576.19
496,23,471.7,390.38
496,24,344.08,315.54
496,25,342.49,280.27
497,1,0,0.0
497,2,0,0.0
497,3,0,0.0
497,4,0,0.0
497,5,0,0.0
497,6,0,0.0
497,7,26.09,126.92
497,8,112.19,361.64
497,9,117.38,511.36
497,10,142.47,642.96
497,11,160.31,691.63
497,12,253.59,1213.26
497,13,353.06,1636.7
497,14,394.56,1586.59
497,15,611.72,2072.87
497,16,826.19,2549.63
497,17,771.41,1656.34
497,18,895.94,1468.16
497,19,1121.31,1565.42
