districtid,monthid,neighborhoodzscore,statezscore
474,3,1.21,4.22
474,4,0.26,4.85
474,5,0.29,-0.07
474,6,1.12,0.34
475,1,0,0
475,2,-0.44,-0.07
475,3,-0.45,-0.25
475,4,-0.43,-0.29
475,5,-0.34,-0.26
475,6,-0.37,-0.38
476,1,0,0
476,2,-0.39,-0.69
476,3,-0.64,-1.16
476,4,-0.1,-0.06
476,5,-0.45,-0.41
476,6,-0.57,-0.73
477,1,0,0
477,2,-0.25,-0.25
477,3,-0.79,-0.8
477,4,-0.71,-0.74
477,5,-0.64,-0.29
477,6,-0.82,-0.32
478,1,-0.5,0
478,2,-0.5,0
478,3,-0.5,-0.77
478,4,-0.5,-0.75
478,5,-0.5,-0.68
478,6,-0.5,-0.5
479,1,-0.58,0
479,2,-0.58,0
479,3,-0.56,0.31
479,4,-0.57,0.21
479,5,-0.57,6.02
479,6,-0.58,1.37
480,1,0,0
480,2,5.03,1.86
480,3,0.53,1.05
480,4,2.29,1.6
480,5,2.83,0.61
480,6,2.54,0.94
481,1,0,0
481,2,-1.27,-0.52
481,3,-3.97,-0.53
481,4,-1.6,-0.44
481,5,-1.07,-0.46
481,6,-0.83,-0.36
482,1,0,0
482,2,-0.39,-0.02
482,3,0.17,0.4
482,4,1.87,14.4
482,5,0.34,5.38
482,6,-0.61,-0.1
483,1,0,0
483,2,0,14.71
483,3,0,11.26
483,4,0,2.76
483,5,0,1.12
483,6,0,0.83
484,1,0,0
484,2,-0.76,-0.45
484,3,0.79,2.08
484,4,-0.83,-0.73
484,5,-0.61,-0.52
484,6,-0.63,-0.57
485,1,0,0
485,2,2.56,1.94
485,3,-0.32,0.25
485,4,0.16,-0.08
485,5,-0.54,-0.47
485,6,-0.58,-0.62
486,1,0,0
486,2,-0.52,-0.51
486,3,0.22,-0.4
486,4,-0.12,-0.47
486,5,0.12,-0.49
486,6,1.17,-0.45
487,1,0,0
487,2,-0.45,-0.31
487,3,-0.3,0.52
487,4,-0.25,0.53
487,5,-0.44,-0.57
487,6,-0.23,-0.17
488,1,0,0
488,2,1.48,-0.16
488,3,0.62,0.0
488,4,4.3,0.69
488,5,1.87,0.18
488,6,2.28,0.67
489,1,0,0
489,2,-0.98,-0.69
489,3,-0.71,-0.82
489,4,3.4,2.48
489,5,6.03,4.23
489,6,5.35,5.94
490,1,0,0
490,2,-0.46,-0.52
490,3,-0.92,-1.48
490,4,1.04,-0.49
490,5,-0.17,-1.05
490,6,0.06,-1.09
491,1,0,0
491,2,-0.9,-0.54
491,3,-0.79,-0.37
491,4,-0.65,-0.46
491,5,-0.66,-0.46
491,6,-0.55,-0.4
492,1,0,0
492,2,-0.59,-0.51
492,3,-0.14,-0.42
492,4,-0.99,-0.96
492,5,-0.92,-1.07
492,6,-0.53,-0.56
493,1,0,0
493,2,-0.71,-0.34
493,3,-0.3,0.9
493,4,-0.76,0.52
493,5,-0.94,0.5
493,6,-0.89,0.51
494,1,0,0
494,2,8.36,-0.21
494,3,7.91,-0.3
494,4,5.87,-0.4
494,5,10.35,-0.16
494,6,23.96,0.75
495,1,0,0
495,2,-0.5,0.1
495,3,6.08,2.95
495,4,0.75,1.06
495,5,1.07,1.35
495,6,0.88,1.08
496,1,0,0
496,2,0.39,0.6
496,3,-1.28,-0.99
496,4,-0.09,0.18
496,5,-0.11,0.14
496,6,-0.24,-0.15
497,1,0,0
497,2,1.84,-0.39
497,3,-0.89,-0.6
497,4,-1.18,-1.17
497,5,-0.86,-1.15
497,6,-0.81,-0.83
498,1,-0.71,0
498,2,-0.71,0
498,3,-0.72,1.27
498,4,-0.71,-0.0
498,5,-0.71,0.21
498,6,-0.71,-0.67
499,1,-0.45,0
499,2,-0.36,-0.45
499,3,-0.44,-0.46
499,4,-0.44,-0.47
499,5,-0.38,-0.43
499,6,-0.29,-0.39
500,1,0,0
500,2,0.12,-0.53
500,3,-0.33,-0.51
500,4,-0.03,-0.51
500,5,-0.03,-0.56
500,6,0.67,-0.59
501,1,0,0
501,2,0,-0.48
501,3,-0.78,-1.21
501,4,2.27,-0.32
501,5,-0.7,-0.5
501,6,-0.58,-0.58
502,1,0,0
502,2,-0.72,-0.55
502,3,-0.69,-0.54
502,4,-0.62,-0.47
502,5,-0.62,-0.5
502,6,-0.84,-0.59
503,1,0,0
503,2,-0.64,-0.38
503,3,-0.56,-0.41
503,4,-0.74,-0.88
503,5,-0.48,-0.23
503,6,-0.45,-0.39
504,1,0,0
504,2,0.34,0.31
504,3,-0.26,-0.25
504,4,-0.14,-0.1
504,5,0.37,0.11
504,6,1.3,0.49
505,1,0,0
505,2,-0.78,-0.55
505,3,-0.78,-0.53
505,4,-0.78,-0.4
505,5,-0.73,-0.5
505,6,-0.64,-0.6
506,1,0,0
506,2,1.3,0.2
506,3,2.54,0.4
506,4,1.74,0.18
506,5,-0.37,-0.44
506,6,-1.2,-0.68
507,1,0,0
507,2,-0.5,-0.38
507,3,-0.48,0.91
507,4,-0.63,-0.01
507,5,-0.67,-0.15
507,6,-0.54,0.15
508,1,0,0
508,2,-0.21,0.73
508,3,4.98,2.34
508,4,1.88,1.55
508,5,0.07,1.02
508,6,-0.15,0.61
509,1,0,0
509,2,0.18,-0.51
509,3,-0.88,-0.68
509,4,-0.99,-1.17
509,5,-0.76,-1.26
509,6,-0.88,-1.2
510,1,0,0
510,2,-0.78,-0.35
510,3,-1.3,-0.51
510,4,-0.96,-1.0
510,5,-1.06,-1.56
510,6,-1.21,-1.18
511,1,0,0
511,2,-0.15,11.96
511,3,0.33,12.39
511,4,0.9,6.39
511,5,1.39,9.66
511,6,2.49,8.87
512,1,-0.58,0
512,2,-0.58,0
512,3,-0.58,-0.63
512,4,-0.58,-0.56
512,5,-0.58,-0.66
512,6,-0.58,-0.55
513,1,-0.58,0
513,2,-0.79,0
513,3,-0.59,-1.0
513,4,-0.57,-0.92
513,5,-0.56,-0.14
513,6,-0.57,-0.54
514,1,0,0
514,2,-0.5,-0.61
514,3,0.54,0.35
514,4,-1.27,-1.03
514,5,-1.2,-1.76
514,6,-0.8,-1.87
515,1,0,0
515,2,-0.8,-0.49
515,3,-0.65,-0.63
515,4,-0.78,-0.54
515,5,-1.25,-1.54
515,6,-1.45,-2.27
516,1,0,0
516,2,-0.69,-0.53
516,3,-0.7,-0.51
516,4,-0.98,-0.52
516,5,-0.94,-0.48
516,6,-0.54,-0.46
517,1,-0.58,0
517,2,-0.58,0
517,3,-0.58,-0.78
517,4,-0.59,-0.39
517,5,-0.59,-0.47
517,6,-0.59,-0.74
518,1,0,0
518,2,-1.07,-0.46
518,3,-0.5,-0.64
518,4,-0.42,-0.75
518,5,-0.99,-0.59
518,6,-1.09,-0.76
519,1,0,0
519,2,-0.62,0.07
519,3,1.41,2.41
519,4,0.04,1.27
519,5,-0.52,-0.35
519,6,-0.79,-0.45
520,1,0,0
520,2,-0.55,-0.13
520,3,-1.03,-0.58
520,4,-1.04,-0.79
520,5,-0.51,-0.09
520,6,-0.09,-0.42
521,1,0,0
521,2,-0.58,-0.31
521,3,-0.34,-0.1
521,4,-0.27,0.04
521,5,-0.32,-0.17
521,6,-0.4,-0.26
522,1,0,0
522,2,-0.2,0.54
522,3,0.79,3.17
522,4,0.59,4.23
522,5,0.35,4.22
522,6,-0.18,1.32
523,1,0,0
523,2,-1.54,-0.54
523,3,-0.66,0.11
523,4,-0.98,-0.37
523,5,-0.95,-0.69
523,6,-1.61,-2.83
524,1,-0.5,0
524,2,-0.67,-0.52
524,3,-0.92,-0.87
524,4,-0.9,-0.93
524,5,-0.24,-0.31
524,6,-0.13,0.55
525,1,0,0
525,2,-0.29,-0.29
525,3,-0.51,-0.53
525,4,-0.43,-0.48
525,5,-0.36,-0.49
525,6,0.05,-0.31
526,1,0,0
526,2,-0.11,0.02
526,3,-0.62,-0.76
526,4,-0.36,-0.56
526,5,1.92,0.88
526,6,1.95,6.24
527,1,0,0
527,2,-0.57,-0.34
527,3,0.01,-0.35
527,4,1.35,-0.52
527,5,-4.4,-1.29
527,6,-1.72,-1.25
528,1,-0.41,0
528,2,-0.41,0
528,3,-0.4,4.59
528,4,-0.38,17.49
528,5,-0.36,28.11
528,6,-0.38,6.19
529,1,0,0
529,2,-0.94,-0.57
529,3,-0.69,-0.54
529,4,-0.99,-0.53
529,5,-0.88,-0.56
529,6,-0.5,-0.6
530,1,0,0
530,2,1.2,-0.61
530,3,-0.56,-1.24
530,4,0.28,-0.57
530,5,2.12,-0.2
530,6,1.85,-0.18
531,1,0,0
531,2,-0.62,-0.04
531,3,-0.33,0.67
531,4,-0.55,-0.41
531,5,-0.53,-0.48
531,6,0.75,0.78
532,1,0,0
532,2,-0.65,-0.54
532,3,0.0,-0.5
532,4,-1.04,-0.5
532,5,-1.54,-0.56
532,6,-0.57,-0.59
533,1,0,0
533,2,-0.76,-0.97
533,3,-0.23,-0.11
533,4,-0.27,0.12
533,5,-0.65,-0.64
533,6,-0.61,-0.64
534,1,0,0
534,2,-0.73,-1.83
534,3,0.56,4.19
534,4,-0.1,-0.54
534,5,0.19,-0.46
534,6,0.12,-0.49
535,1,0,0
535,2,0.21,-1.11
535,3,-0.2,1.63
535,4,1.45,1.61
535,5,3.47,6.33
535,6,3.1,3.22
536,1,0,0
536,2,4.22,3.48
536,3,1.45,1.44
536,4,11.98,13.46
536,5,15.16,16.97
536,6,12.4,11.77
537,1,0,0
537,2,-0.63,-0.57
537,3,-1.05,-0.5
537,4,-0.53,-0.12
537,5,-0.81,-0.57
537,6,-0.78,-0.5
538,1,0,0
538,2,-0.14,0.63
538,3,-1.82,-0.71
538,4,-2.01,-1.41
538,5,-2.16,-1.45
538,6,-1.35,-1.46
539,1,-0.63,0
539,2,-0.58,0
539,3,-0.63,20.08
539,4,-0.62,14.6
539,5,-0.65,1.0
539,6,-0.63,-0.94
540,1,-0.57,0
540,2,0,0
540,3,-0.61,-1.28
540,4,-0.59,-0.02
540,5,-0.77,-0.52
540,6,-0.75,-1.57
541,1,0,0
541,2,0.07,-0.66
541,3,-0.72,-0.38
541,4,-0.91,-0.6
541,5,-0.66,-0.15
541,6,-2.0,-0.29
542,1,0,0
542,2,-0.58,-0.66
542,3,0.08,-0.59
542,4,-1.04,-1.07
542,5,0.93,-0.64
542,6,-0.52,-0.95
543,1,0,0
543,2,-1.65,-0.68
543,3,-1.08,-0.7
543,4,-1.47,-0.64
543,5,-1.14,-0.75
543,6,-1.25,-0.78
544,1,-0.5,0
544,2,-0.97,-1.0
544,3,-0.65,-1.2
544,4,-0.57,-0.03
544,5,-1.21,-1.57
544,6,-0.46,0.19
545,1,0,0
545,2,-0.85,-0.63
545,3,-1.15,-1.49
545,4,-1.35,-1.66
545,5,-1.94,-1.65
545,6,-3.23,-1.81
546,1,0,0
546,2,0.44,-0.19
546,3,-0.61,-0.3
546,4,-1.14,-1.07
546,5,-0.45,-0.51
546,6,-0.2,-0.32
547,1,0,0
547,2,4.17,0.36
547,3,0.13,0.47
547,4,3.45,1.82
547,5,5.28,3.17
547,6,19.14,5.14
548,1,0,0
548,2,-5.33,0
548,3,4.88,0
548,4,4.17,0
548,5,0.98,0
548,6,1.44,0
549,1,0,0
549,2,-0.85,-0.5
549,3,-1.71,-0.58
549,4,-1.18,-0.98
549,5,-0.11,-0.66
549,6,1.39,-0.13
550,1,0,0
550,2,-2.02,-0.16
550,3,-1.44,0.2
550,4,-0.31,0.45
550,5,-0.33,0.25
550,6,-0.44,0.23
551,1,0,0
551,2,-1.21,-0.74
551,3,-0.66,-0.52
551,4,-1.26,-0.75
551,5,-1.65,-0.56
551,6,-0.93,-0.43
552,1,0,0
552,2,1.74,2.65
552,3,0.95,1.63
552,4,0.96,1.65
552,5,4.16,5.37
552,6,6.91,7.12
553,1,0,0
553,2,-0.36,-0.6
553,3,-0.72,-0.78
553,4,-0.68,-0.72
553,5,-0.13,-0.44
553,6,-1.27,-0.8
554,1,0,0
554,2,-0.76,0.11
554,3,-0.76,-0.67
554,4,-0.89,-0.42
554,5,-0.45,0.08
554,6,0.46,1.05
555,1,0,0
555,2,-0.58,-0.17
555,3,-1.14,2.54
555,4,-0.96,0.16
555,5,-1.03,-0.26
555,6,-0.84,0.78
556,1,0,0
556,2,-0.85,-0.61
556,3,0.54,1.67
556,4,-0.41,-0.49
556,5,0.35,0.21
556,6,1.25,2.26
557,1,0,0
557,2,-0.48,-1.14
557,3,-0.12,-3.55
557,4,-0.93,-1.24
557,5,-0.81,-1.33
557,6,-0.67,-0.9
558,1,0,0
558,2,-0.4,-0.4
558,3,-1.04,-0.65
558,4,-0.56,-0.79
558,5,-0.41,-0.54
558,6,-0.46,-0.58
559,1,-0.41,0
559,2,-0.61,-0.89
559,3,-0.26,0.22
559,4,-0.47,-1.43
559,5,-0.62,0.73
559,6,-0.59,0.01
560,1,0,0
560,2,-0.83,-0.09
560,3,-0.77,-0.09
560,4,-0.63,0.08
560,5,-0.63,0.37
560,6,-0.63,0.46
561,1,0,0
561,2,-0.4,-0.53
561,3,-0.33,0.64
561,4,-0.63,-0.41
561,5,-0.24,-0.41
561,6,1.26,-0.14
562,1,0,0
562,2,-0.15,-0.08
562,3,1.55,3.6
562,4,8.52,5.28
562,5,10.41,18.49
562,6,9.62,15.14
563,1,0,0
563,2,-0.24,0.66
563,3,-0.53,-0.39
563,4,-0.5,-0.58
563,5,-0.44,0.63
563,6,-0.53,-0.38
564,1,0,0
564,2,-0.48,-0.33
564,3,-0.5,-0.2
564,4,-0.36,0.28
564,5,-0.4,0.57
564,6,-0.36,0.5
565,1,0,0
565,2,0.54,-0.63
565,3,2.69,-0.63
565,4,3.61,-0.4
565,5,5.82,0.03
565,6,3.34,0.44
566,1,0,0
566,2,-0.56,-0.58
566,3,1.13,4.29
566,4,4.59,9.41
566,5,1.02,6.68
566,6,1.3,18.85
567,1,0,0
567,2,-0.76,-0.84
567,3,-0.86,-1.01
567,4,0.21,-0.31
567,5,-0.11,-0.36
567,6,-0.6,-0.45
568,1,0,0
568,2,-1.23,-0.39
568,3,-0.63,-0.44
568,4,-0.39,-0.17
568,5,-1.05,-0.21
568,6,-1.42,-0.39
569,1,0,0
569,2,-0.87,-1.03
569,3,-0.72,-0.88
569,4,-0.43,-1.3
569,5,-0.47,-1.47
569,6,-0.48,-1.53
570,1,0,0
570,2,1.92,-0.42
570,3,-0.3,-0.41
570,4,0.7,0.07
570,5,-1.22,-1.07
570,6,-1.49,-1.22
571,1,0,0
571,2,-0.83,-1.0
571,3,-0.09,-0.0
571,4,-0.89,-0.77
571,5,-0.32,-0.5
571,6,-1.21,-0.63
572,1,0,0
572,2,-0.7,-0.5
572,3,0.78,0.33
572,4,-0.54,-0.5
572,5,-0.58,-0.42
572,6,-0.52,-0.21
573,1,0,0
573,2,-0.14,-0.12
573,3,3.06,2.66
573,4,-1.33,-0.09
573,5,-0.48,0.13
573,6,-0.52,0.58
574,1,0,0
574,2,18.86,0
574,3,0.12,-0.11
574,4,5.25,4.1
574,5,25.26,40.91
574,6,15.66,18.47
575,1,0,0
575,2,-0.41,0.06
575,3,-0.33,-0.07
575,4,2.33,1.48
575,5,0.62,1.02
575,6,0.64,1.25
576,1,0,0
576,2,-0.25,-0.39
576,3,-0.57,-0.38
576,4,-0.5,-0.39
576,5,-1.1,-0.47
576,6,-1.68,-0.64
577,1,0,0
577,2,-0.8,-0.71
577,3,-1.76,-1.26
577,4,-0.81,-0.35
577,5,-0.59,0.65
577,6,-0.35,2.8
578,1,0,0
578,2,-0.43,-1.06
578,3,-1.24,-1.58
578,4,-1.21,-1.05
578,5,-1.04,-0.71
578,6,-0.48,-0.63
579,1,0,0
579,2,-0.56,-0.25
579,3,-0.2,-0.24
579,4,-0.48,-0.27
579,5,-0.4,1.24
579,6,-0.43,0.26
580,1,0,0
580,2,-0.92,-0.55
580,3,-0.53,-0.77
580,4,-0.45,-0.11
580,5,0.01,2.34
580,6,0.03,0.75
581,1,-0.58,0
581,2,-0.59,0
581,3,-0.58,-0.71
581,4,-0.58,11.71
581,5,-0.58,3.91
581,6,-0.59,0.53
582,1,0,0
582,2,-0.76,-0.73
582,3,0.97,0.48
582,4,0.41,0.17
582,5,1.21,0.71
582,6,0.93,-0.18
583,1,0,0
583,2,4.24,8.5
583,3,4.27,2.06
583,4,0.89,-0.48
583,5,3.09,2.12
583,6,1.53,0.28
584,1,0,0
584,2,-0.58,-0.83
584,3,-0.54,-0.86
584,4,-1.4,-1.46
584,5,-1.42,-1.07
584,6,-1.77,-1.32
585,1,0,0
585,2,0.08,-0.83
585,3,-0.58,-0.07
585,4,-0.53,-0.86
585,5,-0.51,-0.66
585,6,-0.51,-0.54
586,1,-0.41,0
586,2,-0.21,-1.64
586,3,-0.34,1.37
586,4,0.38,0.34
586,5,-0.08,3.02
586,6,0.79,8.94
587,1,0,0
587,2,-0.57,1.02
587,3,-0.28,2.79
587,4,-1.14,-1.03
587,5,0.39,-0.28
587,6,0.97,1.45
588,1,0,0
588,2,-0.89,-0.69
588,3,-0.7,-0.66
588,4,-1.46,-0.69
588,5,-0.87,-0.72
588,6,-1.22,-0.74
589,1,0,0
589,2,-0.06,-0.21
589,3,17.01,1.38
589,4,15.23,4.0
589,5,0.47,1.31
589,6,-0.03,0.36
590,1,0,0
590,2,1.73,-0.12
590,3,-0.31,0.15
590,4,0.35,0.46
590,5,0.54,0.03
590,6,1.21,1.59
591,1,0,0
591,2,-0.73,0.18
591,3,-1.48,-0.32
591,4,-0.38,-0.25
591,5,-0.15,-0.45
591,6,0.97,2.15
592,1,0,0
592,2,-1.03,0
592,3,-1.42,-1.09
592,4,-0.95,-1.32
592,5,-1.31,-0.8
592,6,-1.05,-0.92
593,1,0,0
593,2,0,0
593,3,0,0
593,4,0,0
593,5,0,0
593,6,0,0
594,1,0,0
594,2,-0.62,-0.54
594,3,1.43,-0.16
594,4,1.97,0.01
594,5,1.35,-0.66
594,6,7.11,2.54
595,1,0,0
595,2,-0.71,0.36
595,3,-0.44,0.6
595,4,-0.41,0.79
595,5,-0.38,0.71
595,6,-0.6,0.13
596,1,0,0
596,2,-0.51,-1.16
596,3,-2.09,-1.94
596,4,-0.4,-0.96
596,5,-0.79,-0.81
596,6,-0.8,-0.71
597,1,0,0
597,2,-0.81,-1.0
597,3,-0.48,-1.17
597,4,-0.41,-0.72
597,5,0.96,0.14
597,6,0.94,0.57
598,1,0,0
598,2,-0.51,0.29
598,3,0.14,1.16
598,4,-0.06,1.15
598,5,-0.76,-0.53
598,6,-1.27,-0.79
599,1,0,0
599,2,-0.79,-0.48
599,3,-0.97,-0.45
599,4,-0.6,-0.42
599,5,-0.35,-0.28
599,6,0.98,0.35
600,1,0,0
600,2,1.13,-0.42
600,3,-0.03,12.32
600,4,0.69,24.89
600,5,-0.32,10.37
600,6,-0.42,2.22
601,1,0,0
601,2,-0.27,-0.09
601,3,-0.55,1.01
601,4,0.07,0.38
601,5,-0.32,-0.17
601,6,-0.69,-0.7
602,1,0,0
602,2,-0.58,0
602,3,-0.82,-1.11
602,4,-0.64,-0.49
602,5,-0.76,-0.61
602,6,-0.92,0.4
603,1,0,0
603,2,-0.55,-0.26
603,3,0.08,0.59
603,4,-0.67,0.19
603,5,-0.33,1.71
603,6,-0.23,2.08
604,1,0,0
604,2,-0.56,-0.41
604,3,-0.56,-0.39
604,4,-0.63,-0.42
604,5,-0.58,-0.31
604,6,-0.41,0.29
605,1,0,0
605,2,0.48,-0.17
605,3,-0.36,-0.33
605,4,-0.08,-0.63
605,5,0.4,0.18
605,6,-0.02,-0.04
606,1,0,0
606,2,-0.43,-0.66
606,3,-0.4,-1.63
606,4,-0.27,-1.34
606,5,-0.46,-1.15
606,6,-0.51,-1.33
607,1,0,0
607,2,-0.47,-0.25
607,3,-0.47,-0.41
607,4,-0.46,-0.42
607,5,-0.34,1.23
607,6,-0.32,0.25
608,1,0,0
608,2,-0.62,-0.33
608,3,-0.61,-0.48
608,4,-0.57,-0.94
608,5,-0.56,-1.32
608,6,-0.5,-0.65
609,1,0,0
609,2,0,0
609,3,-1.38,0
609,4,-0.9,0
609,5,-0.85,0
609,6,-0.76,0
610,1,0,0
610,2,0.3,-0.31
610,3,-0.87,-0.43
610,4,-0.24,-1.11
610,5,0.23,-0.89
610,6,2.42,0.98
611,1,0,0
611,2,0.04,-0.57
611,3,-1.07,2.2
611,4,-0.74,3.94
611,5,-0.85,-0.87
611,6,-1.03,-1.07
612,1,0,0
612,2,-1.69,-0.84
612,3,-0.61,-0.28
612,4,-0.54,-0.32
612,5,0.32,0.34
612,6,0.53,0.56
613,1,0,0
613,2,-0.61,-0.35
613,3,-0.5,-0.29
613,4,-0.13,0.1
613,5,-0.59,-0.06
613,6,-1.29,-0.77
614,1,0,0
614,2,-1.26,-0.59
614,3,-3.09,-1.04
614,4,-3.6,-0.22
614,5,-1.15,-0.75
614,6,-1.32,-0.67
615,1,0,0
615,2,-0.35,0.17
615,3,0.57,0.11
615,4,-1.35,-1.19
615,5,-0.66,-0.72
615,6,-0.46,-1.01
616,1,0,0
616,2,-2.32,-0.86
616,3,-4.16,-2.04
616,4,-0.98,-1.52
616,5,-2.36,-2.94
616,6,-3.43,-2.82
617,1,0,0
617,2,-0.59,-0.42
617,3,-0.4,-0.19
617,4,-0.7,-0.39
617,5,-0.65,-0.22
617,6,-0.58,-0.42
618,1,0,0
618,2,0,0
618,3,-1.0,-0.95
618,4,-1.0,-0.48
618,5,-0.88,-1.16
618,6,-1.43,-1.2
619,1,0,0
619,2,-0.21,1.43
619,3,-0.43,-2.16
619,4,-0.42,-0.74
619,5,-0.68,-1.16
619,6,-0.64,-1.9
620,1,0,0
620,2,-0.48,-0.24
620,3,-0.44,-0.81
620,4,-0.05,-2.16
620,5,-0.15,-0.35
620,6,1.34,2.4
621,1,0,0
621,2,-0.66,-0.44
621,3,-0.69,-0.43
621,4,-0.37,1.83
621,5,-0.59,0.22
621,6,-0.11,2.35
622,1,0,0
622,2,-0.34,0.63
622,3,0.55,1.06
622,4,0.7,-0.48
622,5,-1.34,-0.86
622,6,-2.06,-1.09
623,1,0,0
623,2,-0.68,-0.52
623,3,-2.19,-0.97
623,4,-1.42,-0.88
623,5,-1.87,-1.07
623,6,-1.77,-0.96
624,1,0,0
624,2,0,0
624,3,-0.64,-1.08
624,4,-0.91,-0.52
624,5,-1.18,-1.43
624,6,-0.84,-1.07
625,1,0,0
625,2,2.8,0.81
625,3,0.41,1.04
625,4,-0.51,-0.38
625,5,-0.3,-0.43
625,6,-0.49,-0.5
626,1,0,0
626,2,-0.62,-0.49
626,3,-0.56,-0.5
626,4,-1.29,-1.14
626,5,-0.83,-0.95
626,6,-1.65,-0.56
627,1,0,0
627,2,-0.52,-0.84
627,3,-0.13,0.99
627,4,-0.36,0.77
627,5,-0.02,1.84
627,6,-0.25,2.65
628,1,0,0
628,2,-1.0,0
628,3,-0.57,0
628,4,-0.79,0
628,5,-0.41,0
628,6,-0.35,0
629,1,0,0
629,2,-0.5,0
629,3,5.25,0
629,4,-0.1,0
629,5,-0.5,0
629,6,-0.73,0
630,1,-0.58,0
630,2,-0.98,-0.58
630,3,-1.56,-0.54
630,4,-0.92,-0.53
630,5,-1.93,-0.63
630,6,-1.79,-0.68
631,1,0,0
631,2,-1.02,-0.58
631,3,-1.37,-0.6
631,4,-0.81,-1.31
631,5,-0.55,-0.67
631,6,-0.91,-0.54
632,1,0,0
632,2,-0.58,0
632,3,12.29,23.26
632,4,1.32,1.49
632,5,-0.15,0.1
632,6,-0.55,-0.69
633,1,0,0
633,2,-0.93,-1.0
633,3,-0.59,-1.67
633,4,-1.36,-2.74
633,5,-0.99,-0.03
633,6,-1.24,0.16
634,1,0,0
634,2,-0.96,-1.13
634,3,0.01,0.42
634,4,0.19,2.11
634,5,-0.95,-0.58
634,6,-0.42,-0.92
635,1,0,0
635,2,-0.99,-1.04
635,3,1.96,-0.88
635,4,2.6,-0.93
635,5,0.26,-1.05
635,6,0.51,-6.73
636,1,0,0
636,2,-0.87,-0.4
636,3,-0.68,-0.96
636,4,-1.21,-2.43
636,5,-0.54,-1.63
636,6,-0.42,1.77
637,1,0,0
637,2,-0.51,-0.48
637,3,-1.91,-1.41
637,4,-0.67,-1.0
637,5,-0.54,-0.66
637,6,-0.53,-0.23
638,1,0,0
638,2,-1.27,-0.61
638,3,-0.95,-0.6
638,4,-0.81,-0.75
638,5,-1.01,-1.06
638,6,-1.94,-1.41
639,1,0,0
639,2,0.53,-0.34
639,3,2.18,1.96
639,4,3.65,4.33
639,5,-0.64,-0.5
639,6,-2.57,-1.27
640,1,0,0
640,2,-0.72,0
640,3,0.7,0
640,4,1.01,0
640,5,0.7,0
640,6,-0.18,0
641,1,0,0
641,2,-0.08,-0.32
641,3,-0.05,-0.36
641,4,-0.23,-0.46
641,5,-0.27,-0.17
641,6,-0.35,0.0
642,1,0,0
642,2,-0.69,-0.91
642,3,-0.74,-2.28
642,4,-0.92,-1.32
642,5,0.01,-0.8
642,6,0.58,-0.8
643,1,-0.45,0
643,2,-0.42,0
643,3,-0.42,0
643,4,-0.41,0
643,5,-0.4,0
643,6,-0.4,0
644,1,0,0
644,2,-1.02,0
644,3,-1.15,0
644,4,-0.66,0
644,5,-0.83,0
644,6,-0.85,0
645,1,0,0
645,2,0,0
645,3,-0.73,-1.43
645,4,-0.58,-0.79
645,5,-0.56,-0.61
645,6,-0.76,-0.44
646,1,0,0
646,2,-1.0,0
646,3,-1.13,0.45
646,4,-5.38,-0.53
646,5,-6.95,-0.69
646,6,-3.32,-1.08
647,1,-1.0,0
647,2,-1.0,0
647,3,-1.0,0.99
647,4,-1.0,0.96
647,5,-1.0,-0.8
647,6,-1.01,-0.68
648,1,0,0
648,2,-0.7,0
648,3,-0.8,-1.94
648,4,-0.71,-0.71
648,5,-0.73,-1.14
648,6,-0.78,-0.89
649,1,0,0
649,2,1.89,0
649,3,-0.95,0
649,4,-0.65,0
649,5,-1.07,0
649,6,-0.38,0
650,1,0,0
650,2,-0.57,-1.48
650,3,-0.68,-1.97
650,4,-0.12,-0.6
650,5,1.36,-0.99
650,6,2.06,-0.73
651,1,0,0
651,2,0.49,0
651,3,1.28,0
651,4,3.66,0
651,5,17.11,0
651,6,17.35,0
652,1,0,0
652,2,-0.75,0
652,3,-0.39,0
652,4,-1.73,0
652,5,-1.17,0
652,6,-0.86,0
653,1,-0.45,0
653,2,-0.46,-0.71
653,3,-0.5,-2.33
653,4,-0.49,-1.91
653,5,-0.7,-0.71
653,6,-0.68,-0.1
654,1,0,0
654,2,0.19,-0.96
654,3,-0.73,-0.38
654,4,-0.35,-1.76
654,5,0.09,-0.85
654,6,-0.62,-1.14
655,1,0,0
655,2,3.15,0
655,3,0.57,0
655,4,7.6,0
655,5,4.4,0
655,6,2.08,0
656,1,0,0
656,2,-0.6,-0.57
656,3,0.41,4.76
656,4,0.17,-7.17
656,5,0.18,-4.33
656,6,-1.53,-0.34
657,1,0,0
657,2,0,0
657,3,-0.92,-37.0
657,4,-1.14,-31.0
657,5,-1.41,-4.44
657,6,-0.03,-1.8
658,1,0,0
658,2,264.16,2.27
658,3,96.73,3.37
658,4,43.88,7.92
658,5,38.91,6.62
658,6,38.17,4.56
659,1,0,0
659,2,-0.42,-0.7
659,3,-0.41,-0.62
659,4,-0.4,-0.6
659,5,-0.42,-0.39
659,6,-0.73,-0.63
660,1,0,0
660,2,-0.5,0
660,3,-0.83,0
660,4,-0.7,0
660,5,0.67,0
660,6,-0.06,0
661,1,0,0
661,2,-0.52,-1.0
661,3,-0.56,-1.11
661,4,-0.6,-1.39
661,5,-0.68,-1.28
661,6,-0.87,-1.03
662,1,0,0
662,2,0.35,0
662,3,-0.76,0
662,4,-0.94,0
662,5,-1.02,0
662,6,-2.28,0
663,1,0,0
